Complainant alleged that Officer A was sitting in his vehicle and had removed his Taser and placed it on his car door arm rest while writing a traffic crash report. As Officer A proceeded to exit his vehicle and while opening the door, the Taser fell off the arm rest and as he attempted to catch it, the Taser Discharged.	Use Of Force
The reporting party alleges that the accused officers failed to secure his apartment door resulting in his property being stolen. The victim is missing $37.00 U.S.C and two Phillip televisions.	Lockup Procedures
The reporting party alleged that an officer stopped him without justification and, while searching and questioning him, grabbed the reporting party's cell phone from the hood of the squad car and threw it to the ground, damaging the cell phone.	Illegal Search
The reporting party/victim stated that she went to the district station to try to retrieve her driver's license. The reporting party/victim alleged that the accused officer did not provide proper service in that when she asked to speak to a sergeant or watch commander, he told her that watch commanders and sergeants do not answer questions.	Operation/Personnel Violations
The victim alleges that her white Iphone which was on her person at the time of her arrest was not inventoried or retumed upon her release. The victim alleges that her white Iphone which was on her person at the time of her arrest was not inventoried or retumed upon her release.	Lockup Procedures
The reporting party alleged that the accused officer falsely arrested the victim.	False Arrest
The complainant alleges that the accused officers failed to inventory or return his personal property to him	Lockup Procedures
officers, one possibly named "Guzman", with possible star "9785" or "9795", falsely arrested him for drinking on the public way. The reporting The reporting party alleges that when he bonded out of jail and received his personal property bag; he discovered his Minnesota driver's license and $120.00 USC missing from it. The reporting party further alleges that the officers failed to return on inventory the property mentioned above.	False Arrest
The complainal ccused officers arreste without justification and left Jelonda Melvin's juvenile children alone. The complainant alleges that the one of the accused officers questioned her children without a parent present or her permission. The complainant alleges that the accused officers threatened to arrest members of her family or people in the gommsemitr st st - able to locate her sc	Lockup Procedures
The victim alleges that when he was placed under arrest for a traffic violation, his thumb was pulled back so as to damage ligaments in this thumb and hand. The victim alleges that when he was placed under arrest for a traffic violation, his thumb was pulled back so as to damage ligaments in this thumb and hand. The victim alleges that when he was placed under arrest for a traffic violation, his thumb was pulled back so as to damage ligaments in this thumb and hand. The victim alleges that when he was placed under arrest for a traffic violation, his thumb was pulled back so as to damage ligaments in this thumb and hand. The victim alleges that when he was placed under arrest for a traffic violation, his thumb was pulled back so as to damage ligaments in this thumb and hand.	Use Of Force
THE REPORTING PARTY STATES THAT HER EX-HUSBAND VIOLATED A NO- CONTACT RESTRAINING ORDER AND SHE CALLED THE POLICE. SHE ALLEGES THAT THE ACCUSED QFFICERS FAILED TO PROVIDE ANY POLICE SERVICE. SHE ALLEGES THAT THEY REFUSED TO EXIT THEIR VEHICLES AND REFUSED TO PROVIDE HER WITH A POLICE REPORT.	Operation/Personnel Violations
The reporting party alleged that she called the police three separate times regarding her ex-boyfriend, who had violated a &#8220;modified&#8221; order of protection. Each time the officers responded, they refused to give her a police report. The female officer was extremely rude, in that she told her to &#8220;shut her mouth&#8221; and allowed her ex- boyfriend to ramble through her personal belongings	Operation/Personnel Violations
forced _.1 off his motorcycle and threw him to the ground falsely arrested forced off his motorcycle and throw him the ground falsely arrested forced >ff his motorcycle and threw him to the ground falsely arrestec forced. off his motorcycle and threw him to the ground falsely arrested, forced off his motocyole and threw him to the ground falsely arrested’ - forced f off his motorcycle and threw him to the ground falsely arrested forced © off his motorcycle and threw him to the ground falsely arrested ~ - forced off his motoreycle and threw him to the ground falsely arrested forced aff his motorcycle and threw him to the ground falsely arrested	Use Of Force
It ts alleged that the accused stopped in front of the complainant's residence and shined light at them The accused then ordered the complainant and his nephew to exit his yard and come out to the street Upon doing so, the complainant and his nephew were handcuffed and searched It ts alleged that two of the accused then searched and ransacked the complainant's residence without a search warrant The complainant and his newphew were then released It ts further alleged that the complainant called for a supervisor and a uniformed 005th District Sgt arnved at approximately 2315 hours The complainant stated that he started telling the uniformed Sergeant what happened and the three original officers teturned The complainant related that the original Sergeant who he had the complaint against told the uniformed Sergeant that he would handle it and the uniformed Sergeant departed the area The original Sergeant then told the complainant to "Fuck off" and told him not to file a complaint The original Sergeant and the two officers in the unmarked Tahoe then departed the area (Request for a supervisor documented under Event #	Illegal Search
In an incident involving five on-duty CPD members including three Officers (A, B, and C), one unknown Officer, a Commander, and the Subject, it was alleged that the Commander pressed his hand against the Subjects nose/face, threatened the Subject, forcibly pressed his fingers into the Subjects neck, failed to submit a Tactical Response Report regarding his contact with the Subject, failed to document that the Subject had been uncooperative and refused to be fingerprinted, and failed to provide the Subject with medical treatment while in police custody. The allegations against Officer A were that he twisted the Subjects arm, failed to ensure the safety and welfare of the Subject from the Commanders physical and verbal abuse, failed to report the misconduct of the Commander, failed to provide the Subject with medical attention after she was physically abused by the Commander, and failed to properly document and report that the Subject had been uncooperative and physically restrained. The allegations against Officers B and C were that they observed misconduct and failed to take appropriate action, failed to ensure the welfare and safety of the Subject when they did not intervene during the misconduct of the Commander, failed to provide the Subject with medical attention after she was physically abused by the Commander, and failed to document that the Subject had been uncooperative and refused to be fingerprinted. Additional allegations against Officer B include charges she displayed her Taser and threatened the Subject without justification. Lastly, it was alleged that a Unknown Officer forcibly pressed his finger against the Subjects neck.	Use Of Force
and did not it.	Lockup Procedures
The witness alleges that the accused officer was inattentative to duty during traffic stop.	Traffic
This investigation originated on November 20, 2017, after Chicago Police Of?cers executed a search warrant at The initial investigation closed at COPA on May 20, 2019. COPA received a letter1 from the Public Safety Of?ce of Inspector General noting the existence of BWC that had not been referenced in original investigation. The lack of the BWC was the basis for one of ?ndings. The following COPA Supplemental Summary report does not repeat information contained in the original summary report, but only includes evidence that substantially changes the ?ndings in the original report.	Illegal Search
The reporting party alleged she and the accused officer&#8217;s wife were involved in an act of road rage at which time the accused officer told her (reporting party) “Fuck-you.” It is further alleged that she was intimidated by the accused officer because he was dressed in his uniform. Note: Reporting party was placed under arrest for Aggravated Battery to Police Officer CASE REPORT: Aggravated Battery to Police Officer RD	Conduct Unbecoming (Off-Duty)
The complainant alleged that the accused officers entered the victim's residence and searched the entire residence without a warrant or permission. The complainant alleged that the accused officers arrested the victim on a warrant and violation of parole.	Illegal Search
The Reporting Party, who witnessed the incident, alleges that several uniformed and plainclothes male and female officers planted a gun on the victim, at the time of his arrest.	False Arrest
The reporting victim alleged the accused directed her to call IPRA when she stated she wanted to file a complaint. The reporting victim alleged the accused were rude and unprofessional in that they refused to listen to her when she attempted to explain she was the owner of the home that was burglarized and also threatened to arrest her.	Supervisory Responsibilities
THE REPORTING PARTY STATES THAT HE HAD $25.00 USC WHEN HE WAS TAKEN INTO CUSTODY. HE ALLEGES THAT THE ACCUSED OFFICERS FAILED TO INVENTORY OR RETURN HIS $25.00 usc.	Lockup Procedures
The complainant. 1800 Hours, 2qqemmmmme of Search Warrant # alleges that on 20 December 2012, during the execution " unknown Chicago Police Department members failed to return or inventory $2000.00. This is documented under RD #HV The complainant, jalleges that on 20 December 2012, 1800 hours, at Jduring the execution of Search Warrant <— unknown Chicago Police Department members failed to return or inventory $2000.00. This is documented under RD # HV The complainant, alleges that on 20 December 2012, 4800 hours, at during the execution of Search Warrant ee Chicago Police Department members failed to return or inventory $2000.00. This is documented under RD #HV The complainant, alleges that on 20 December 2012, 1800 hours, at during the execution of Search Warrant # unknown Chicago Police Department members failed to return or inventory $2000.00. This is documented under RD #HV The complainant alleges that on 20 December 2012, 1800 hous, I curing the execution of Search Warrant # unknown Chicago Police Department members failed to return or inventory $2000.00. This is documented under RD # HV	Operation/Personnel Violations
The reporting party alleged that she called 911 seven times to report a problem with her neighbor and no one responded to the call	Operation/Personnel Violations
The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification. The complainant alleges that the accused officers arrested him without justification. The complainant alleges that the accused officers searched his residence without justification.	Illegal Search
The reporting party alleged that the accused officers did not respond to a "911" call that the reporting party placed due to drug sales activity in the liquor store where he works as a security guard.	Operation/Personnel Violations
The complainant alleges that the accused officers refused to give her a police report after she was the victim of an assault and a battery. The complainant also alleges that the accused refused to give her a traffic crash report after she informed them that her vehicle was struck by a motorist who was still on the scene. The complainant alleges that the accused made a police report for her vehicle striking a parked car only	Operation/Personnel Violations
The reporting pai alleges on 11 March 2012, atthe location of the accused off duty Police Officer Emily HOCK, denied court ordered additional visitation with their 18 month old child. The reporting party, alleges on 11 March 2012, atthe location o _1e accused off duty Police Officer Emily HOCK used unnecessary police escort at the exchange.	Conduct Unbecoming (Off-Duty)
The complainant alleges that several unknown officers who searched inside of his home and garage without a warrant or permission damaged his property.	Illegal Search
On January 26, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that took place in the 5th District Station involving six on-duty Chicago Police Department (CPD) Officers (Officers A through F), an on-duty Captain (Captain G), an on-duty Lieutenant (Lieutenant H), two on- duty Sergeants (Sergeants I and J), and on-duty Detention Aide. It was alleged that Captain G failed to perform his duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer A failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Lieutenant H failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with policy. It was alleged that Sergeant I failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with department policy. It was alleged that Officer B failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer C failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that the Detention Aide failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Sergeant J failed to perform his duty to ensure that the medical needs of an arrestee were met and failed as a supervisor, to ensure his subordinate staff complied with department policy. It was alleged that Officer D failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer E failed to perform her duty to ensure that the medical needs of an arrestee were met. It was alleged that Officer F failed to perform her duty to ensure that the medical needs of an arrestee were met. Based upon statements by the accused members, departmental records, medical records, and photographs, IPRA recommended a finding of UNFOUNDED for the allegation that Captain G failed to perform his duty to ensure that the medical needs of an arrestee were met. IPRA recommended a finding of EXONERATED for the allegation that Officer A failed to perform her duty to ensure that the medical needs of an arrestee were met. IPRA recommended to SUSTAIN the allegations that both Officers B through F, Lieutenant H, Sergeants I and J, and Detention Aide failed to perform their duty to ensure that the medical needs of an arrestee were met. Further, IPRA recommended to SUSTAIN the allegations that both Lieutenant H and Sergeants I and J failed as a supervisor, to ensure that their subordinate staff complied with department policy. IPRA recommended a three (3) day suspension for Lieutenant H, a one (1) day suspension for Sergeants I and J, a two (2) day suspension for Officers B through F, and a written reprimand for the accused Detention Aide.	Operation/Personnel Violations
‘The reporting party alleged that the accused Sergeant responded to her call fora Supervisor. It is alleged that the accused Sergeant refused to file a complaint on her behalf. The reporting party alleged that she called "911" to report that her child's father was intoxicated and creating a disturbance. It is alleged with the accused officer, who responded to the scene, was rude and unprofessional with his tone of voice and demeanor, in that he yelled at her, with saliva coming out of his mouth and pointed his finger in her face and told her to shut the fuck-up. It is further alleged that the accused officer threatened to arrest her without justification and threw her Illinois state identification card at her.	Supervisory Responsibilities
The reporting party alleged that the accused officers racially profiled him for a traffic stop, asked him to exit his vehicle and then searched him. The reporting party also alleged that the accused officers failed to inventory or return $200.00 that was not in his possession following the traffic stop. The reporting party related that he received a citation for talking on his cell phone but could not provide the star number of the preparing officer or the citation number.	Illegal Search
The complainant's alleged that the accused Officer filled out their police report incorrectly. Reference:	Operation/Personnel Violations
On March 29, 2014 at 3:30 PM, at or around the accused, Officer _called police to the home of Complainant, _This call was in response to an alleged physical altercation _and her family had with _who was the son of Officer _girlfriend, _alleged that during this incident Officer _while off duty and in the presence of other officers, grabbed her by the hair and pulled her into the street while threatening, ?Bitch, you are going to jail,? and that he was going to ?blow her head off.? Officer _denied the allegations. For the reasons listed below this complaint is Not Sustained.	Verbal Abuse
Itis alleged that on 08 December 2012, at approximately 0441 hours, at accused engaged in a physical altercation wit failed to complete a Tactical Response and/or Domestic Battery Report, and ' mber 2012, at approximately 0441 hours, at accused engaged in a physical altercation ‘ical Response and/or Domestic Battery Report, and failed to arres’	Use Of Force
The complainant alleged that the accused officer responded to his 811 call for assistance regarding a robbery and battery but failed to provide him with any police service. RD#	Operation/Personnel Violations
The reporting party alleged that the accused officers failed to arrest offenders still on the scene. The reporting party alleged that the offenders are 18 and 19 year old men and they are having intercourse with his fiance's 11 and 13 year old daughters. Reference RD 1	Operation/Personnel Violations
The reporting party alleged that Sgt. Qkonski refused to file a complaint on her behalf against the police officers that took more than an hour to respond to her residential burglar alarm	Supervisory Responsibilities
The reporting party/victim alleged that the accused officers did not provide service because they did not arrest the witness, “Antonio,” who was on the scene and had stolen the victim's |-phone and $20 in February. REF	Operation/Personnel Violations
Itis alleged by the complainant P.O. Joseph M. WEBE #17697, thaton 14 September 2011 2300 thru 0001 hours, at the location of 5101 S. Wentworth Avenue Chicago lllincis, that Sergeant John DOWD #1554 failed to properly supervise Detective James HALPER #21345 ensuring that Detective James HALPER #21345 was present and working his scheduled tour of duty as a detective for the Chicago Police Department Itis alleged by the complainant P.O. Joseph M. WEBB #17697 thaton 12 December 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 had submitted a Chicago Police Department Overtime / Compensatory Time Report (CPD-11.608) for time requested off from 2300 to 0200 hours on 12 December 2011 Itis alleged by the complainant P.O. Joseph M. WEBB #1767, thaton 18 January 2012 2300 thru 0001 hours, at the location of 5101 S. Wentworth Avenue Chicago lllinos, that Sergeant John DOWD #1554 failed to properly supervise Detective James HALPER #21345 ensuring that Detective James HALPER #21345 was present and working his scheduled tour of duty as a detective for the Chicago Police Department Itis alleged by the complainant P.O. Joseph M. WEBB #1767, thaton 12 October 2011 2300 thru 0200 hours, at the location of 5101 S. Wentworth Avenue Chicage lllinois, that Sergeant John DOWD #1554 failed to properly supervise Detective James HALPER #21345 ensuring that Detective James HALPER #21345 was present and working his scheduled tour of duty as a detective for the Chicago Police Department Itis alleged by the complainant P.O. Joseph M. WEBB #1767 that on 07 Novermber 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 was excused for the remainder of his tour of duty on 07 Novermber 2011 from 2300 to 0200 hours. Itis alleged by the complainant P.O. Joseph M. WEBB #1767 thaton 28 November 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 had submitted a Chicago Police Department Overtime / Compensatory Time Report (CPD-11.608) for time requested off from 2300 to 0200 hours on 28 November 2011 Itis alleged by the complainant P.O. Joseph M. WEBB #17697, thaton 30 November 2011 2300 thru 0200 hours, at the location of 5101 S Wentworth Avenue Chicago lllincis, that Sergeant John DOWD #1554 failed to properly supervise Detective Jarmes HALPER #21345 ensuring that Detective James HALPER #21345 was present and working his scheduled tour of duty as a detective for the Chicago Police Department Itis alleged by the complainant P.O. Joseph M. WEBB #17697 thaton 30 November 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 was excused for the remainder of his tour of duty on 30 November 2011 from 2300 to 0200 hours Itis alleged by the complainant P.O. Joseph M. WEBB #1767 thaton 09 January 2012 2300 hrs at the location of 5101 S, Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly obtain a Chicago Police Department Overtime / Compensatory Time Report (CPD-11.608) from Detective James HALPER #21345 for time requested off from 2300 to 0001 hours on 09 January 2012 Itis alleged by the complainant P.O. Joseph M. WEBB #1767 thaton 23 January 2012 2245 hrs at the location of 5101 S, Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 had submitted a Chicago Police Department Overtime / Compensatory Time Report (CPD-11.608) for time requested off from 2245 to 0001 hours on 23 January 2012 Itis alleged by the complainant P.O. Joseph M. WEBB #1767 thaton 27 July 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago Illinois 60609 that Sergeant John DOWD #1554 failed to properly obtain a Chicago Police Department Overtime / Compensatory Time Report (CPD- 11.608) from Detective James HALPER #21345 for time requested off from 2300 to 0200 hours on 27 July 2011 Itis alleged by the complainant P.O. Joseph M. WEBB #17697 thaton 04 January 2011 2300 hrs at the location of 5101 S, Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 was excused for the remainder of his tour of duty on 04 January 2011 from 2300 to 0200 hours. Itis alleged by the complainant P.O. Joseph M. WEBB #1767, thaton 28 Novermber 2011 2300 thru 0200 hours, at the location of 5101 S Wentworth Avenue Chicago Illincis, that Sergeant John DOWD #1554 failed to properly supervise Detective James HALPER #21345 ensuring that Detective James HALPER #21345 was present and working his scheduled tour of duty as a detective for the Chicago Police Department Itis alleged by the complainant P.O. Joseph M. WEBB #17697 that on 07 December 2011 2300 hrs at the location of 5101 S. Wentworth Avenue Chicago lllinois 60609 that Sergeant John DOWD #1554 failed to properly notify the supervisor in charge of Attendance and Assignment Records that Detective James HALPER #21345 had submitted a Chicago Police Department Overtime / Compensatory Time Report (CPD-11.608) for time requested off from 2300 to 0200 hours on 07 December 2011	Operation/Personnel Violations
It is reported that the accused were inattentative to duty in that, the accused failed to search a male prisoner in that a working cellular phone was found in his left front jacket pocket. It is reported that the accused were inattentative to duty in that, the accused failed to search a male prisoner in that a working cellular phone was found in his left front jacket pocket. It is reported that the accused were inattentative to duty in that, the accused failed to search a male prisoner in that a working cellular phone was found in his left front jacket pocket. It is reported that the accused were inattentative to duty in that, the accused failed to search a male prisoner in that a working cellular phone was found in his left front jacket pocket. It is reported that the accused were inattentative to duty in that, the accused failed to search a male prisoner in that a working cellular phone was found in his left front jacket pocket.	Lockup Procedures
The reporting party alleges that the accused officers stopped the victim without justification and stated, "What are you doing? Are you from around here?" It is alleged that one of the male officers had his hand on his gun in a threatening manner. It is alleged that the female officer was rude and unprofessional in that she stated, “Shut the fuck up, you are pissing me the fuck off." It is alleged that the victim told the accused officers that his father was a retired Chicago Police Officer and the female accused officer stated, "I don't fucking care." It is alleged that one of the male officers blew cigarette smoke in the victim's face. It is alleged that three out of the four squad cars did not have a visible beat tag	Illegal Search
THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER REFUSED TO PROVIDE HIS NAME UPON HER REQUEST AND HE THREATENED HER WITH ARREST IF SHE DIDN'T LEAVE THE STATION. THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT THREATENED HER WITH ARREST AND ESCORTED HER OUT OF THE DOOR. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS "ACCOSTED AND ROBBED" THE VICTIM OF HIS STATE OF ILLINOIS IDENTIFICATION CARD. THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT WAS RUDE TO HER WHEN SHE CALLED THE 002ND DISTRICT STATION.	Operation/Personnel Violations
It is alleged on 21 July 2012 at approximately 0930 hours at the location of hat two unknown black male uniformed Chicago Police Officers failed to generate a case report or take action after the complainant was assaulted	Operation/Personnel Violations
The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury Page 1 of 15	Use Of Force
The complainant alleged that the accused Department members failed to inventory or return his i-pod	Lockup Procedures
The reporting party alleged that the accused officers failed to follow proper Department inventory procedures. Reference # CB# Inventory # 1	Operation/Personnel Violations
THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS STOPPED HIM WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT THE ACCUSED OFFICERS HANDCUFFED HIM AND SEARCHED HIS VEHICLE WITHOUT HIS PERMISSION	Illegal Search
THE REPORTING PARTY STATES THAT THE ACCUSED OFFICERS RESPONDED TO A DISPUTE OVER HER DOG. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS TOOK HER RARE DOG, A MINIATURE SCHINAUZER AND POODLE MIX, A "SCHNOODLE" AND FAILED TO RETURN OR INVENTORY SAME. rReFerReNCE: RO+	Operation/Personnel Violations
that the vehicle city as promised by alleges that received call from they informed her that in Walgreen&#8217;s that because of negligence she now with city fees for for her to be suspended.	Use Of Force
complainan temp On 12 May 2919 -# NAN hauire at 4098 N, Newcastle Ave, Chicago, IL, jalleged that during a domestic argument the accused, Jason SCHOENECKER, threw her cellular phone at a kitchen wall breaking it into pieces and then took some of the pieces and smashed them on the ground outside.	Criminal Misconduct
The reporting party alleged that the accused officer failed to return or inventory the keys to their vehicle and residence. The reporting party further alleged that due to the accused officer's actions, they are unable to retrieve the vehicle. The reporting party alleged that the accused officer failed to return or inventory the keys. to their vehicle and residence. The reporting party further alleged that due to the accused officer's actions, they are unable to retrieve the vehicle.	Lockup Procedures
The reporting party alleges that he went to the 008TH District police station to post bond for his CDL lllinois license. The reporting party alleges that a male white uniformed officer possibly named, “Aguinaga" was rude and unprofessional and that he stated, "Oh, Mexicans, they don't have any insurance.” The reporting party alleges that a male white uniformed supetrvisor, possibly named "Connors” stated, "Yeah, you're right about that get money and give his license back to him." The reporting party alleges that a male Hispanic uniformed officer was standing next to him and his wife when he witnessed the incident. The reporting party states that he was able to obtain the officer's information. The reporting party states that he is in fear of being retaliated against by the police for filing this complaint.	Supervisory Responsibilities
The complainant alleges that on 5 June 2014, at. 1530 hours, 2t i! uring the execution of Search Warran , -2veral officers damaged her entire residence in that the officers removed her food from her freezer and threw it on the floor, poured cooking oil on her furniture, damaged her television, pulled the inside material from her couch, and cut the couch open. The complainant alleges that on 5 June 2014, at. 4530 hours, a , during the execution of Search Warrant several officers damaged her entire residence in that ine officers removed her food from her freezer and threw it on the floor, poured cooking oil on her furniture, damaged her television, pulled the inside material from her couch, and cut the couch open.	Illegal Search
TWO CALLS TO '911' WERE REPORTING PARTY THE POLICE FAILED TO	Operation/Personnel Violations
‘The reporting party alleged that she approached the accused officer and told him about a verbal altercation she had with a panhandler. The accused officer was rude and unprofessional in that he stated something to the effect of, "I only help white people."	Operation/Personnel Violations
district station, an unknown black officer(s)made her remove her and informed her that people hang and that is why she had been to remove her clothing. The complainant further alleges that after released from custody, she that her cellular phone was not her property bag and was not inventoried.	False Arrest
The complainant alleges that several unknown officers entered her home without her permission but with a search warrant for a person who does not reside at her home and never was a resident at her address. The complainant further alleges that the officers destroyed her property by throwing her clothing out of the window.	Illegal Search
The reporting victim alleges that the accused and other unknown officers searched her garage and home without justification or a search warrant. The reporting party victim also alleged that the accused threatened her by stating that she would go to jail and she was coerced to sign a document giving them permission to search her home. The reporting party also stated no-one was arrested and the accused confiscated guns recovered in the home which were previously owned by her deceased husband.  The reporting victim alleges that the accused officers searched her garage and home without justification or a search warrant. The reporting party also stated no- one was arrested and the accused confiscated guns recovered in the home which were previously owned by her deceased husband.	Illegal Search
The reporting party/victim alleged that the accused officers failed to arrest her brother, the witness, who had beaten her up and injured her son, the victim, because the accused officers know her father,	Operation/Personnel Violations
In an incident involving four on-duty CPD Officers, (Officer A, Officer B, Officer C, and Officer D), and Complainant, it was alleged that Officer A struck Complainant about the head and body with a baton, choked Complainant with a baton, hit Complainant on her face with his hand, directed profanities toward the Complainant, failed to arrest an offender for child abduction, failed to complete a case report properly documenting the child abduction assignment, and failed to return the child to the Complainant/custodial parent, took and failed to inventory or return Complainants cellular phone, and as a result brought discredit upon the Department. It is also alleged that Officers B, C, and D struck Complainant about her head and body with a baton, failed to arrest the offender for child abduction, failed to complete a case report properly documenting the child abduction assignment, and failed to return the child to the Complainant/custodial parent, and took and failed to return or inventory Complainants cell phone.	Use Of Force
The complainant went to the 008th District Station to obtain a report because someone shattered the rear windshield of her vehicle. The complainant alleged that the accused was condescending and refused to complete a case report for her.	Operation/Personnel Violations
THE REPORTING PARTY ALLEGES THAT ONGOING FOR 4-5 MONTHS THE ACCUSED OFFICER SITS ON THE SAME STOOL AND WATCHES TELEVISION IN THE STORE APPROXIMATELY ONE HALF HOUR TO FORTY-FIVE MINUTES, AT THE SAME TIME EVERY NIGHT.	Operation/Personnel Violations
On May 5th, 2010, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving one off- duty Chicago Police Officer (Officer A), two on-duty CPD Officers (Officers B and C) and one on-duty CPD Detective (Detective D) that occurred on May 5th, 2010 in the 7th District. It was alleged that Officer A twisted Victim As arm behind his back; grabbed Victim A by the neck; handcuffed Victim A too tightly; punched Victim A about the body; slapped Victim A about the face; tore Victim As shirt; slammed Victim A on the floor; placed Victim As knee on Victim As neck; threatened Victim A; and failed to complete a Tactical Response Report (TRR). It was alleged that Officer B, Officer C and Detective D failed to report allegations of excessive force made to them by the Complainant regarding an incident between Victim A and Officer A. Based on statements from the accused CPD Members, the Victim, witnesses, Department and School reports, ET photographs and medical records, IPRA recommended to NOT SUSTAIN the allegations that Officer B, Officer C and Detective D failed to report allegations of excessive force made to them by the Complainant regarding an incident between Victim A and Officer A. IPRA recommended to EXONERATE the allegation that Officer A twisted Victim As arm behind his back. Further, IPRA recommended to NOT SUSTAIN the allegations that Officer A grabbed Victim A by the neck; handcuffed Victim A too tightly; punched Victim A about the body; slapped Victim A about the face; tore Victim As shirt; slammed Victim A on the floor; placed Victim As knee on Victim As neck; and threatened Victim A. During mediation, Officer A agreed to accept IPRAs finding of SUSTAINED for the allegation that he failed to complete a Tactical Response Report (TRR). The Officer agreed to accept a Violation Noted.	Operation/Personnel Violations
The reporting party alleges that the accused handcuffed her too tightly for no apparent reason. The reporting party further alleges that while sitting in the backseat of the marked vehicle the accused drove the marked vehicle to another officer's home on a personal errand. The reporting party alleges that she observed another male white uniformed officer exit his home with papers and gave the papers to the accused, while stating, "It looks like you had left these at the office again.” The reporting party alleges that the accused returned to the vehicle and stated to her, "You have to go to court, | might show up or not, if not they will drop everything.” The reporting party states that she was too upset to provide the exact address of the second location	Use Of Force
The complainant alleged that the accused officer searched the business without justification and failed to inventory or return a registered weapon.	Illegal Search
