last_unit_id,officer_age_incident,coaccused_count,complaint_percentile
Unit 10,26.0,1,68.0601
Unit 4,34.0,1,76.5427
Unit 17,45.0,23,36.5748
Unit 12,40.0,1,80.4669
Unit 24,61.0,1,99.8656
Unit 6,41.0,2,98.6474
Unit 23,32.0,2,88.6401
Unit 122,51.0,1,72.351
Unit 35,36.0,1,89.5724
Unit 35,60.0,2,29.1219
Unit 4,55.0,1,62.2514
Unit 11,30.0,3,97.1266
Unit 36,34.0,1,72.2887
Unit 4,31.0,2,85.6177
Unit 149,25.0,5,99.6408
Unit 5,38.0,2,79.1983
Unit 149,37.0,6,55.8306
Unit 36,30.0,2,57.537
Unit 212,34.0,1,28.7226
Unit 23,28.0,2,83.8257
Unit 4,44.0,1,75.5867
Unit 9,29.0,3,97.5288
Unit 17,42.0,3,46.1778
Unit 173,42.0,7,98.8384
Unit 215,25.0,6,59.1838
Unit 2,32.0,2,51.1673
Unit 9,34.0,1,82.7137
Unit nan,54.0,4,85.2655
Unit 23,50.0,2,97.7962
Unit 149,37.0,1,70.6611
Unit 10,37.0,5,85.4954
Unit 26,47.0,2,40.1232
Unit 5,37.0,13,95.7587
Unit 174,34.0,1,90.3596
Unit 80,33.0,3,90.5239
Unit 152,48.0,6,61.1944
Unit 2,26.0,1,97.4093
Unit 21,26.0,17,60.0168
Unit 6,26.0,2,84.2193
Unit 215,29.0,1,96.7139
Unit 4,44.0,8,97.8258
Unit 19,39.0,2,74.6307
Unit 6,34.0,1,84.9757
Unit 24,53.0,4,99.8656
Unit 25,29.0,3,84.0205
Unit 215,32.0,2,68.5492
Unit 18,32.0,2,78.869
Unit 23,27.0,4,75.6448
Unit 35,33.0,4,82.4195
Unit 10,41.0,10,97.9328
Unit 12,41.0,11,87.5893
Unit 26,28.0,2,92.9196
Unit 153,41.0,3,99.2473
Unit 12,30.0,2,95.0823
Unit 2,37.0,6,97.0769
Unit 7,53.0,1,98.2281
Unit 16,39.0,1,54.7349
Unit 23,35.0,1,57.6071
Unit 10,28.0,1,98.5189
Unit 19,37.0,2,55.5844
Unit 13,26.0,2,65.4847
Unit 215,30.0,2,54.0063
Unit 172,40.0,2,81.2373
Unit 80,29.0,2,68.0754
Unit 208,40.0,2,73.5814
Unit 149,48.0,5,97.0846
Unit 215,40.0,6,29.1315
Unit 212,33.0,7,94.4481
Unit 182,38.0,2,46.0869
Unit 7,31.0,5,86.6644
Unit 5,53.0,5,47.7785
Unit 212,32.0,1,78.266
Unit 5,46.0,1,81.0619
Unit 200,47.0,3,44.2588
Unit 10,38.0,3,99.6637
Unit 208,35.0,11,83.1913
Unit 12,30.0,2,82.4271
Unit 153,47.0,9,95.8356
Unit 112,27.0,3,56.5779
Unit 13,27.0,3,56.0162
Unit 19,54.0,2,48.1411
Unit 208,34.0,1,59.1784
Unit 215,34.0,1,56.2875
Unit 5,39.0,2,97.6042
Unit 16,30.0,3,84.1301
Unit 8,37.0,5,97.1115
Unit 8,35.0,3,97.1115
Unit 3,29.0,1,71.3882
Unit 149,24.0,1,94.2876
Unit 174,47.0,2,85.461
Unit 175,30.0,2,85.1744
Unit 155,33.0,2,72.6873
Unit 5,34.0,1,87.3724
Unit 173,30.0,3,96.3356
Unit 35,39.0,5,37.9339
Unit 15,32.0,1,93.2521
Unit 19,50.0,1,58.2515
Unit 7,46.0,1,95.2959
Unit 7,29.0,2,98.7467
Unit 23,45.0,1,45.697
Unit 5,48.0,1,70.2281
Unit 6,32.0,2,57.8429
Unit 212,38.0,5,98.4983
Unit 107,51.0,1,89.365
Unit 2,49.0,1,92.3256
Unit 225,35.0,2,83.5585
Unit 17,49.0,1,67.2233
Unit 23,57.0,2,25.3257
Unit 12,38.0,2,63.7882
Unit 9,53.0,1,96.1834
Unit 5,32.0,3,99.9911
Unit 18,31.0,2,58.4808
Unit 9,29.0,5,99.851
Unit 9,36.0,1,96.6948
Unit 215,60.0,2,72.3433
Unit 8,33.0,2,48.2748
Unit 20,44.0,1,99.6449
Unit 25,30.0,2,79.8632
Unit 174,35.0,4,98.1277
Unit 7,32.0,2,99.8128
Unit 131,50.0,1,30.9434
Unit 3,42.0,1,97.4476
Unit 192,41.0,2,26.1524
Unit 5,34.0,2,90.8563
Unit 3,28.0,2,98.9148
Unit 225,39.0,1,63.6106
Unit 136,50.0,2,86.7416
Unit nan,55.0,2,85.4542
Unit 22,41.0,2,48.0145
Unit 26,34.0,3,84.2345
Unit nan,49.0,1,68.4207
Unit 23,48.0,2,69.7365
Unit 18,50.0,1,60.4986
Unit 4,29.0,2,95.7625
Unit 215,36.0,4,72.1142
Unit 4,28.0,1,98.7811
Unit 2,35.0,1,63.8785
Unit 17,24.0,4,68.1826
Unit 17,39.0,11,93.6036
Unit 17,50.0,1,57.1081
Unit 18,43.0,1,77.7655
Unit 149,45.0,3,95.0924
Unit 3,37.0,1,63.8952
Unit 228,40.0,2,96.2669
Unit 170,48.0,1,83.9891
Unit 4,49.0,3,94.4316
Unit 23,35.0,1,90.8945
Unit 153,38.0,1,97.9749
Unit 20,26.0,1,91.6587
Unit 7,34.0,2,77.6394
Unit 16,31.0,2,73.8413
Unit 215,29.0,2,69.5121
Unit 26,53.0,2,89.9074
Unit 149,41.0,11,99.6943
Unit 5,27.0,4,89.2324
Unit 119,25.0,2,99.9556
Unit 221,45.0,1,43.3912
Unit 5,28.0,6,90.3137
Unit 26,36.0,2,59.1838
Unit 14,25.0,3,21.0096
Unit 21,54.0,3,50.8124
Unit 9,43.0,3,96.1834
Unit 9,33.0,2,96.4828
Unit 10,34.0,4,89.3743
Unit 153,36.0,2,86.7296
Unit 9,44.0,1,97.3788
Unit 20,35.0,1,73.7534
Unit 20,52.0,2,99.6449
Unit 17,50.0,1,62.9365
Unit 208,28.0,1,91.3721
Unit 225,46.0,2,79.5948
Unit 215,38.0,2,70.1005
Unit 204,29.0,14,89.282
Unit 149,35.0,7,80.7531
Unit 6,34.0,4,74.6819
Unit 23,56.0,2,99.1059
Unit 6,32.0,4,91.4753
Unit 7,34.0,4,83.8339
Unit 25,30.0,2,69.2828
Unit 13,28.0,1,59.7493
Unit 8,36.0,2,93.2521
Unit 183,41.0,6,51.0871
Unit 225,28.0,1,73.6617
Unit 16,48.0,2,67.6496
Unit 204,42.0,1,88.0631
Unit 23,26.0,10,76.986
Unit 215,45.0,2,76.1492
Unit 25,30.0,1,81.9227
Unit 9,33.0,2,98.8766
Unit 21,41.0,1,85.1001
Unit 4,31.0,2,79.1334
Unit 25,53.0,1,77.7261
Unit 208,32.0,4,92.7706
Unit 6,26.0,4,91.0053
Unit 24,34.0,1,92.313
Unit 83,31.0,6,55.1297
Unit 18,38.0,1,80.6924
Unit 24,45.0,3,74.4615
Unit 215,35.0,2,66.8832
Unit 9,28.0,1,96.2592
Unit 191,51.0,7,61.7108
Unit 8,40.0,2,99.167
Unit 22,41.0,1,86.358
Unit 4,30.0,2,83.1799
Unit 16,45.0,3,92.2662
Unit 18,33.0,6,98.1201
Unit 8,45.0,2,98.1392
Unit 2,38.0,2,98.5278
Unit 20,28.0,3,94.4595
Unit 5,54.0,1,77.9091
Unit 25,29.0,6,96.3282
Unit 6,40.0,3,92.1287
Unit 13,42.0,1,90.6308
Unit 5,42.0,2,96.1026
Unit 9,44.0,1,95.644
Unit 17,53.0,4,23.2607
Unit 225,41.0,3,79.5256
Unit 149,42.0,2,52.0494
Unit 2,40.0,1,98.0895
Unit 215,33.0,2,93.8869
Unit 149,49.0,1,83.7645
Unit 149,41.0,2,87.9413
Unit 22,60.0,10,
Unit 153,37.0,2,83.3021
Unit 208,27.0,1,88.9687
Unit 18,42.0,4,59.6653
Unit 8,30.0,1,95.048
Unit 10,36.0,4,92.4535
Unit 172,49.0,1,58.6233
Unit 25,30.0,2,96.3282
Unit 188,40.0,1,99.5606
Unit 3,50.0,2,77.0405
Unit 12,36.0,1,95.132
Unit 14,28.0,2,94.0827
Unit 3,40.0,3,62.917
Unit 75,26.0,8,68.66
Unit 15,35.0,1,73.8894
Unit 8,33.0,2,96.2287
Unit 9,52.0,1,53.0139
Unit 7,31.0,2,97.7838
Unit 17,46.0,1,78.2755
Unit 191,40.0,1,95.3281
Unit 8,28.0,2,99.1861
Unit 11,46.0,2,75.9123
Unit 149,36.0,7,84.735
Unit 149,31.0,2,82.9506
Unit 3,38.0,7,70.7719
Unit 172,42.0,3,49.5021
Unit 21,46.0,5,63.8952
Unit 19,49.0,1,45.509
Unit 11,39.0,2,32.5979
Unit 7,31.0,1,93.852
Unit 225,42.0,1,78.4647
Unit 4,35.0,1,74.3762
Unit 10,41.0,4,57.002
Unit 12,25.0,6,25.6467
Unit 4,52.0,3,93.8325
Unit 153,52.0,1,26.1809
Unit 175,35.0,5,97.8717
Unit 200,36.0,2,52.3633
Unit 9,29.0,2,73.761
Unit 12,46.0,1,36.865
Unit 215,30.0,3,93.3667
Unit 225,47.0,1,94.7973
Unit 25,29.0,2,82.225
Unit 2,37.0,1,85.2432
Unit 225,44.0,192,27.7333
Unit 3,29.0,2,95.3307
Unit 17,25.0,2,74.5061
Unit 215,39.0,4,62.6036
Unit 9,36.0,1,98.5748
Unit 112,38.0,1,91.4409
Unit 23,53.0,2,69.4659
Unit 11,32.0,2,53.7733
Unit 6,28.0,2,51.366
Unit 198,40.0,1,53.0679
Unit 4,30.0,1,51.366
Unit 212,35.0,2,98.8422
Unit 7,47.0,2,81.8485
Unit 80,27.0,4,62.4546
Unit 23,33.0,1,61.5758
Unit 208,26.0,2,35.6196
Unit 149,32.0,1,99.4803
Unit 16,30.0,2,28.8105
Unit 225,25.0,3,87.8797
Unit 83,33.0,3,85.4648
Unit 35,42.0,2,98.2996
Unit 2,31.0,7,54.7629
Unit 11,35.0,2,96.584
Unit 200,45.0,3,34.8095
Unit 25,47.0,1,18.0196
Unit 23,36.0,3,97.6654
Unit 18,51.0,10,96.3953
Unit 7,34.0,2,80.6465
Unit 212,40.0,2,97.7876
Unit 23,37.0,12,99.7172
Unit 26,40.0,1,73.2032
Unit 19,39.0,1,88.5178
Unit 15,40.0,2,73.8894
Unit 10,35.0,1,72.802
Unit 20,33.0,2,20.3508
Unit 171,37.0,7,70.922
Unit 19,48.0,2,67.292
Unit 5,33.0,2,82.2857
Unit 20,54.0,3,55.5288
Unit 7,51.0,3,97.6264
Unit 9,34.0,7,93.7985
Unit 119,53.0,2,98.3104
Unit 25,41.0,1,63.1981
Unit 26,62.0,1,75.8572
Unit 117,45.0,2,99.9299
Unit 13,37.0,2,99.8411
Unit 35,56.0,3,18.5075
Unit 11,36.0,1,98.8308
Unit 24,55.0,1,53.1439
Unit 21,29.0,2,86.2099
Unit 3,44.0,1,78.9008
Unit 21,40.0,1,61.7936
Unit 9,35.0,5,68.6141
Unit 8,33.0,3,93.4431
Unit 19,47.0,2,86.9206
Unit 72,46.0,1,57.5905
Unit 212,32.0,4,93.68
Unit 208,33.0,2,78.1323
Unit 153,34.0,2,93.7488
Unit 117,57.0,1,36.9151
Unit 24,30.0,3,90.9043
Unit 5,41.0,1,93.5092
Unit 171,31.0,3,59.1838
Unit 12,29.0,4,59.7684
Unit 149,39.0,11,99.3466
Unit 179,41.0,7,86.7907
Unit 23,32.0,2,50.9084
Unit 2,43.0,1,92.3256
Unit 225,34.0,2,80.0466
Unit 25,48.0,1,81.0885
Unit 18,30.0,2,98.8461
Unit 2,36.0,2,99.7631
Unit 12,28.0,5,89.7367
Unit 4,45.0,2,40.9919
Unit 8,28.0,2,98.036
Unit 17,52.0,3,26.0263
Unit 12,56.0,2,74.092
Unit 17,53.0,1,67.3155
Unit 10,39.0,3,74.3036
Unit 178,27.0,6,47.7017
Unit 5,32.0,4,48.6225
Unit 16,55.0,1,69.3825
Unit 112,31.0,1,28.0895
Unit 4,28.0,1,94.712
Unit 17,48.0,2,83.1149
Unit 136,45.0,2,52.6159
Unit 11,30.0,1,85.1477
Unit 18,38.0,2,70.6889
Unit 7,39.0,3,99.8968
Unit 215,38.0,3,63.4634
Unit 17,52.0,1,86.0078
Unit 4,34.0,1,79.5422
Unit 153,26.0,2,96.0491
Unit 21,31.0,5,37.7211
Unit 80,29.0,4,66.7686
Unit 55,30.0,2,88.9878
Unit 16,41.0,2,94.9719
Unit 9,44.0,3,99.786
Unit 149,46.0,2,98.3187
Unit 13,40.0,1,80.6045
Unit 225,34.0,1,75.2398
Unit 149,38.0,3,85.1603
Unit 149,29.0,2,75.5493
Unit 146,37.0,6,40.6977
Unit 19,49.0,3,57.6077
Unit 35,55.0,1,35.3016
Unit 6,47.0,3,88.9229
Unit 149,39.0,1,88.3497
Unit 225,44.0,1,80.8299
Unit 16,50.0,1,52.1856
Unit 12,35.0,1,97.18
Unit 23,32.0,2,84.479
Unit 204,54.0,2,68.9734
Unit 7,31.0,2,93.852
Unit 19,46.0,4,96.1904
Unit 2,24.0,1,87.3601
Unit 225,42.0,1,62.5533
Unit 153,30.0,4,89.6909
Unit 25,36.0,1,60.3607
Unit 12,33.0,2,99.488
Unit 9,39.0,6,0.0
Unit 2,47.0,2,78.5442
Unit 20,44.0,5,92.8585
Unit 2,27.0,1,97.4093
Unit 42,30.0,3,93.1604
Unit 35,38.0,1,62.2101
Unit 9,40.0,2,73.2796
Unit 149,32.0,3,99.0447
Unit 16,32.0,4,97.971
Unit 3,32.0,1,48.2748
Unit 149,47.0,12,98.3187
Unit 208,53.0,1,34.458
Unit 7,35.0,1,91.8077
Unit 4,42.0,1,87.4693
Unit 17,32.0,2,90.7378
Unit 13,25.0,4,60.6833
Unit 9,31.0,2,90.0844
Unit 12,29.0,5,76.7873
Unit 215,34.0,6,48.1411
Unit 117,55.0,1,36.9151
Unit 2,35.0,2,78.7054
Unit 16,38.0,2,29.3416
Unit 9,29.0,2,81.6247
Unit 4,47.0,2,73.0312
Unit 4,51.0,2,79.5422
Unit 153,33.0,1,94.4672
Unit 6,29.0,2,92.3541
Unit 3,31.0,1,94.5407
Unit 19,38.0,1,86.401
Unit 36,43.0,1,93.8678
Unit 23,24.0,3,94.0698
Unit 153,48.0,9,67.7286
Unit 9,32.0,2,98.7047
Unit 9,42.0,3,98.3149
Unit 17,29.0,1,80.4593
Unit 10,51.0,1,67.422
Unit 208,31.0,2,80.7803
Unit 208,33.0,4,88.6401
Unit 6,41.0,3,68.6256
Unit 8,53.0,1,95.4364
Unit 149,36.0,3,98.7238
Unit 2,57.0,2,36.2016
Unit 13,38.0,1,69.6496
Unit 136,54.0,1,65.7862
Unit 21,36.0,1,97.3784
Unit 13,48.0,13,63.4634
Unit 4,45.0,2,93.0817
Unit 25,54.0,6,46.9506
Unit 3,47.0,6,64.7434
Unit 9,36.0,3,64.5218
Unit 7,40.0,2,77.6394
Unit 175,33.0,7,85.1744
Unit 174,34.0,2,97.608
Unit 23,33.0,2,90.8945
Unit 18,33.0,7,29.1697
Unit 151,44.0,1,84.3453
Unit 6,39.0,1,88.6248
Unit 218,60.0,2,51.0646
Unit 6,34.0,2,91.4753
Unit 26,44.0,2,41.374
Unit 174,33.0,2,86.7134
Unit 80,45.0,4,93.2291
Unit 8,34.0,2,65.7904
Unit 225,35.0,2,52.7951
Unit 19,31.0,1,46.2688
Unit 212,32.0,3,99.5186
Unit 117,54.0,1,92.2646
Unit 19,45.0,2,87.6237
Unit 18,32.0,2,70.6889
Unit 9,47.0,3,75.3558
Unit 17,36.0,2,87.2187
Unit 36,49.0,1,71.9843
Unit 25,46.0,2,93.2788
Unit 4,47.0,2,77.6672
Unit 21,31.0,1,95.3078
Unit 20,31.0,2,92.7415
Unit 4,36.0,2,97.1401
Unit 13,49.0,1,96.4313
Unit 212,40.0,9,93.5692
Unit 9,30.0,5,84.9796
Unit 212,43.0,2,42.3064
Unit 25,51.0,2,82.6231
Unit 151,40.0,2,81.9342
Unit 26,27.0,1,84.6051
Unit 208,36.0,5,49.9981
Unit 8,31.0,1,97.6119
Unit 24,28.0,2,93.604
Unit 4,39.0,1,83.5008
Unit 4,34.0,2,78.1896
Unit 20,48.0,1,54.968
Unit 8,35.0,1,83.7759
Unit 189,29.0,1,84.3262
Unit 5,32.0,6,88.4223
Unit 215,48.0,2,97.3406
Unit 11,29.0,2,99.0334
Unit 155,37.0,14,71.7626
Unit 131,40.0,1,90.0573
Unit 6,51.0,4,64.9765
Unit 8,28.0,1,80.6862
Unit 3,30.0,2,98.292
Unit 2,55.0,1,54.6072
Unit 85,53.0,4,88.0631
Unit 212,40.0,2,90.9824
Unit 25,33.0,7,70.6354
Unit 212,40.0,1,79.0379
Unit 200,43.0,2,78.1208
Unit 149,30.0,1,64.7587
Unit 23,45.0,2,98.2831
Unit 119,33.0,4,92.8251
Unit 83,32.0,11,63.7882
Unit 18,55.0,1,84.529
Unit 17,33.0,1,63.3373
Unit 13,41.0,3,51.1465
Unit 35,30.0,2,56.5779
Unit 218,51.0,3,61.1612
Unit 17,55.0,2,55.2118
Unit 191,39.0,1,80.4982
Unit 11,35.0,2,93.1795
Unit 152,32.0,3,95.9841
Unit 26,46.0,2,86.1297
Unit 10,50.0,7,83.752
Unit 7,36.0,10,32.6058
Unit 13,56.0,3,33.2849
Unit 3,42.0,2,91.3568
Unit 212,29.0,17,93.4584
Unit 206,33.0,1,91.3683
Unit 18,45.0,1,85.0827
Unit 215,31.0,11,78.8201
Unit 19,28.0,2,93.7717
Unit 2,28.0,2,51.6106
Unit 4,29.0,2,79.7715
Unit 149,52.0,1,46.2853
Unit 119,37.0,3,99.9751
Unit 9,30.0,2,88.3688
Unit 4,39.0,1,98.9072
Unit 8,30.0,2,91.1008
Unit 21,27.0,2,73.1382
Unit 25,59.0,1,84.1179
Unit 23,34.0,9,89.3432
Unit 153,41.0,2,93.0228
Unit 10,32.0,2,67.5786
Unit 90,53.0,1,27.7284
Unit 112,48.0,2,67.5519
Unit 3,43.0,1,75.6563
Unit 171,31.0,2,81.3878
Unit 3,40.0,2,52.1226
Unit 4,49.0,1,67.3138
Unit 8,53.0,3,54.7973
Unit 148,49.0,7,26.0388
Unit 20,39.0,2,56.7553
Unit 7,33.0,2,89.1215
Unit 3,27.0,5,98.292
Unit 19,33.0,3,98.6665
Unit 26,33.0,1,94.5512
Unit 9,31.0,1,97.9481
Unit 7,35.0,5,54.0696
Unit 20,57.0,1,98.0398
Unit 6,43.0,1,59.3672
Unit 21,27.0,1,86.2099
Unit 175,28.0,3,99.0371
Unit 26,47.0,1,89.4158
Unit 208,31.0,7,46.4407
Unit 23,42.0,2,97.8619
Unit 15,53.0,49,98.8962
Unit 19,28.0,14,92.0867
Unit 20,51.0,1,77.3031
Unit 20,35.0,3,70.3068
Unit 212,37.0,2,85.9577
Unit 8,35.0,1,94.257
Unit 212,43.0,2,67.3333
Unit 25,34.0,3,47.7017
Unit 11,44.0,3,92.9311
Unit 8,34.0,2,99.1212
Unit 30,31.0,1,
Unit 151,29.0,1,78.9462
Unit 30,55.0,3,
Unit 173,41.0,3,96.9432
Unit 23,38.0,1,46.4598
Unit 23,26.0,1,82.6869
Unit 2,30.0,3,98.7773
Unit 153,39.0,14,84.6166
Unit 12,47.0,1,97.566
Unit 208,41.0,2,75.8769
Unit 19,42.0,2,41.2823
Unit 215,31.0,1,74.6131
Unit 142,37.0,2,81.5062
Unit 19,43.0,2,37.3953
Unit 3,31.0,2,63.4061
Unit 55,32.0,2,84.2459
Unit 22,46.0,3,69.966
Unit 208,27.0,2,88.9687
Unit 19,36.0,16,95.1893
Unit 5,38.0,6,87.2129
Unit 215,41.0,1,54.4731
Unit 8,36.0,2,87.4288
Unit 22,43.0,1,73.808
Unit 4,44.0,2,49.5958
Unit 215,28.0,2,68.0754
Unit 20,41.0,2,75.9123
Unit 153,39.0,2,94.0125
Unit 18,33.0,2,93.4087
Unit 3,50.0,2,40.7512
Unit 7,37.0,2,96.947
Unit 20,33.0,2,72.2976
Unit 2,30.0,1,41.0031
Unit 20,49.0,2,46.3509
Unit 117,59.0,1,47.7377
Unit 4,33.0,3,75.4843
Unit nan,47.0,2,52.1153
Unit 21,31.0,2,67.2978
Unit 36,38.0,14,71.9919
Unit 17,32.0,5,84.8153
Unit 105,36.0,1,45.1645
Unit 23,48.0,1,76.3135
Unit 183,29.0,3,75.0716
Unit 149,30.0,14,87.3601
Unit 169,41.0,11,56.6811
Unit 178,39.0,19,90.1303
Unit 198,41.0,3,61.4561
Unit 15,56.0,1,67.3599
Unit 117,46.0,1,90.0879
Unit 10,35.0,2,75.9849
Unit 26,34.0,1,93.1374
Unit 208,33.0,1,88.2282
Unit 19,54.0,1,88.4622
Unit nan,36.0,1,98.8758
Unit 8,48.0,3,98.0023
Unit 19,44.0,3,72.1466
Unit 183,39.0,2,94.4763
Unit 18,35.0,6,96.072
Unit 192,30.0,5,49.631
Unit 13,37.0,1,59.1609
Unit 5,29.0,1,86.592
Unit 20,45.0,7,52.9976
Unit 5,31.0,1,96.286
Unit 215,41.0,4,72.8822
Unit 204,32.0,2,63.2871
Unit 7,36.0,4,90.0959
Unit 26,25.0,1,83.9708
Unit 3,30.0,6,71.7323
Unit 16,41.0,1,47.736
Unit 117,52.0,3,75.3196
Unit 5,47.0,1,94.0401
Unit 18,58.0,1,59.7379
Unit 7,33.0,3,99.6064
Unit 149,42.0,4,94.2188
Unit 179,27.0,3,98.2691
Unit 11,30.0,2,46.7999
Unit 9,38.0,2,80.1765
Unit 21,47.0,1,86.354
Unit 14,40.0,2,56.9386
Unit 14,49.0,2,30.6373
Unit 12,33.0,2,92.9235
Unit 20,63.0,7,71.573
Unit 17,42.0,2,66.0502
Unit 6,34.0,1,86.2176
Unit 2,45.0,2,87.5769
Unit 13,42.0,1,50.7215
Unit 215,38.0,5,53.1312
Unit 9,41.0,2,91.3951
Unit 131,34.0,2,72.374
Unit 9,33.0,2,99.786
Unit 12,33.0,1,98.5709
Unit 215,25.0,2,96.2401
Unit 215,45.0,1,47.3463
Unit 25,27.0,2,71.3041
Unit 6,46.0,1,92.1287
Unit 174,30.0,2,94.4901
Unit 26,32.0,2,39.9526
Unit 208,42.0,1,90.5735
Unit 35,32.0,1,45.1645
Unit 22,46.0,1,86.358
Unit 11,27.0,168,98.2533
Unit 215,33.0,3,95.3842
Unit 9,32.0,2,99.0065
Unit 12,28.0,1,82.3087
Unit 83,31.0,1,40.201
Unit 182,30.0,2,51.1673
Unit 179,48.0,6,57.1625
Unit 24,34.0,2,74.4328
Unit 174,28.0,2,97.8488
Unit 50,59.0,3,33.9069
Unit 215,34.0,2,87.5779
Unit 16,31.0,2,71.2544
Unit 112,41.0,3,41.424
Unit 80,30.0,1,51.1673
Unit 148,52.0,1,23.2261
Unit 189,26.0,2,26.6096
Unit 208,27.0,2,79.2977
Unit 153,31.0,10,97.0349
Unit 19,36.0,2,43.9534
Unit 12,53.0,2,68.843
Unit 19,42.0,1,57.8965
Unit 8,40.0,2,97.0727
Unit 13,60.0,12,59.8168
Unit 24,31.0,2,71.7392
Unit 212,29.0,3,76.0307
Unit 9,32.0,4,80.1851
Unit 23,59.0,1,68.9643
Unit 3,42.0,2,66.9825
Unit 23,37.0,2,98.3608
Unit 7,36.0,2,44.5799
Unit nan,30.0,5,40.9117
Unit 35,49.0,3,51.337
Unit 11,34.0,3,93.1795
Unit 4,38.0,2,95.6708
Unit 15,44.0,7,56.4709
Unit 17,28.0,1,78.1323
Unit 10,41.0,1,93.4546
Unit 4,27.0,2,67.1633
Unit 80,38.0,4,29.791
Unit 13,44.0,2,77.1285
Unit 12,38.0,2,97.109
Unit 18,46.0,2,88.0478
Unit 8,40.0,2,80.2835
Unit 18,46.0,3,40.0329
Unit 15,34.0,2,79.5079
Unit 4,42.0,3,88.4414
Unit 75,35.0,2,90.4589
Unit 149,27.0,5,87.1736
Unit 25,43.0,2,83.2849
Unit 16,29.0,1,72.6644
Unit 12,31.0,1,96.5364
Unit 4,34.0,3,71.2582
Unit 107,35.0,8,24.6816
Unit 142,35.0,1,48.1411
Unit 208,37.0,5,88.6401
Unit 208,49.0,1,77.7173
Unit 8,43.0,2,93.8455
Unit 6,27.0,2,92.3541
Unit 5,55.0,2,98.5349
Unit 19,44.0,2,34.8463
Unit 215,46.0,10,33.7811
Unit 21,29.0,2,95.3078
Unit 36,35.0,5,54.5812
Unit 174,42.0,1,88.9381
Unit 171,34.0,3,83.4359
Unit 212,27.0,1,94.3716
Unit 10,36.0,3,60.3989
Unit 119,39.0,7,46.3373
Unit 35,51.0,1,68.3401
Unit 19,34.0,2,90.8448
Unit 23,30.0,11,86.0456
Unit 9,37.0,4,91.2116
Unit 4,36.0,1,39.261
Unit 9,33.0,4,96.6451
Unit 153,39.0,2,95.8356
Unit nan,38.0,5,76.9733
Unit 20,34.0,1,70.8723
Unit 153,47.0,2,93.5942
Unit 7,27.0,2,62.4967
Unit 5,32.0,10,61.1822
Unit 132,35.0,1,91.3721
Unit 225,33.0,1,74.3456
Unit 13,33.0,2,85.9998
Unit 17,55.0,2,53.7941
Unit 17,56.0,2,81.702
Unit 17,46.0,1,90.9091
Unit 212,45.0,3,84.3376
Unit 35,26.0,1,49.5625
Unit 20,26.0,2,64.5218
Unit 215,34.0,1,98.2805
Unit 3,46.0,1,76.446
Unit 5,35.0,2,98.6201
Unit 155,49.0,1,57.0418
Unit 10,27.0,2,55.7067
Unit 107,42.0,4,45.149
Unit 198,39.0,4,24.68
Unit 4,32.0,2,97.6997
Unit 175,27.0,2,94.7232
Unit nan,58.0,1,
Unit 151,29.0,2,28.4934
Unit 107,39.0,10,93.9857
Unit 19,32.0,6,81.7661
Unit 20,53.0,1,30.2926
Unit 215,29.0,2,77.4139
Unit 7,28.0,2,86.1794
Unit 2,43.0,1,66.4206
Unit 4,52.0,3,87.6581
Unit 212,30.0,4,82.6182
Unit 42,25.0,4,64.7587
Unit 149,39.0,5,81.64
Unit 12,34.0,3,94.2111
Unit 25,31.0,3,82.6565
Unit 11,29.0,2,89.14
Unit 13,33.0,1,86.5615
Unit 17,37.0,1,95.2556
Unit 212,36.0,2,65.5114
Unit 19,32.0,2,89.668
Unit 22,29.0,2,89.6164
Unit 19,48.0,1,83.0538
Unit 7,27.0,8,86.1794
Unit 4,40.0,3,77.0204
Unit 17,40.0,2,91.3912
Unit 112,43.0,1,58.4693
Unit 18,33.0,2,72.9319
Unit 15,35.0,2,79.5523
Unit 23,38.0,1,93.5157
Unit 11,29.0,1,87.9523
Unit 12,29.0,4,93.9399
Unit 225,33.0,2,73.7801
Unit 149,30.0,2,81.0898
Unit 5,47.0,1,89.0337
Unit 12,28.0,2,42.5662
Unit 20,37.0,2,95.3001
Unit 38,29.0,2,93.34
Unit 208,44.0,2,38.8763
Unit 215,26.0,2,48.0303
Unit 9,27.0,5,99.4769
Unit 26,38.0,3,60.9568
Unit 11,29.0,5,86.08
Unit 117,37.0,2,85.1604
Unit 23,28.0,5,96.5611
Unit 9,28.0,2,88.4223
Unit 17,26.0,4,90.6194
Unit 136,28.0,2,81.6171
Unit 11,26.0,4,68.3161
Unit 15,42.0,1,87.9829
Unit 23,31.0,2,98.3608
Unit 23,25.0,1,99.6446
Unit 7,33.0,2,85.7361
Unit 23,39.0,1,97.7962
Unit 112,38.0,1,58.4693
Unit 25,30.0,2,91.0779
Unit 208,36.0,1,94.6467
Unit 112,30.0,2,75.5225
Unit 10,26.0,2,88.3382
Unit 4,45.0,2,83.1306
Unit 8,38.0,1,85.9195
Unit 153,47.0,9,88.4716
Unit 4,40.0,2,90.8295
Unit 10,42.0,2,45.768
Unit 7,31.0,1,88.3612
Unit 21,40.0,2,97.3784
Unit 122,39.0,8,66.3155
Unit 9,25.0,2,82.771
Unit 153,44.0,3,93.1278
Unit 155,52.0,1,37.1319
Unit 153,36.0,2,95.0671
Unit 18,46.0,1,74.9264
Unit 208,36.0,2,56.0162
